,0,1,2
10907,None,20:00:00,Thursday
10908,None,21:00:00,Thursday
10909,None,22:00:00,Thursday
10910,None,23:00:00,Thursday
10911,None,00:00:00,Friday
10912,None,01:00:00,Friday
10913,None,02:00:00,Friday
10914,None,03:00:00,Friday
10915,None,04:00:00,Friday
10916,None,05:00:00,Friday
10917,None,06:00:00,Friday
10918,None,07:00:00,Friday
10919,None,08:00:00,Friday
10920,None,09:00:00,Friday
10921,None,10:00:00,Friday
10922,None,11:00:00,Friday
10923,None,12:00:00,Friday
10924,None,13:00:00,Friday
10925,None,14:00:00,Friday
10926,None,15:00:00,Friday
10927,None,16:00:00,Friday
10928,None,17:00:00,Friday
10929,None,18:00:00,Friday
10930,None,19:00:00,Friday
10931,None,20:00:00,Friday
10932,None,21:00:00,Friday
10933,None,22:00:00,Friday
10934,None,23:00:00,Friday
10935,None,00:00:00,Saturday
10936,None,01:00:00,Saturday
10937,None,02:00:00,Saturday
10938,None,03:00:00,Saturday
10939,None,04:00:00,Saturday
10940,None,05:00:00,Saturday
10941,None,06:00:00,Saturday
10942,None,07:00:00,Saturday
10943,None,08:00:00,Saturday
10944,None,09:00:00,Saturday
10945,None,10:00:00,Saturday
10946,None,11:00:00,Saturday
10947,None,12:00:00,Saturday
10948,None,13:00:00,Saturday
10949,None,14:00:00,Saturday
10950,None,15:00:00,Saturday
10951,None,16:00:00,Saturday
10952,None,17:00:00,Saturday
10953,None,18:00:00,Saturday
10954,None,19:00:00,Saturday
10955,None,20:00:00,Saturday
10956,None,21:00:00,Saturday
10957,None,22:00:00,Saturday
10958,None,23:00:00,Saturday
10959,None,00:00:00,Sunday
10960,None,01:00:00,Sunday
10961,None,03:00:00,Sunday
10962,None,04:00:00,Sunday
10963,None,05:00:00,Sunday
10964,None,06:00:00,Sunday
10965,None,07:00:00,Sunday
10966,None,08:00:00,Sunday
10967,None,09:00:00,Sunday
10968,None,10:00:00,Sunday
10969,None,11:00:00,Sunday
10970,None,12:00:00,Sunday
10971,None,13:00:00,Sunday
10972,None,14:00:00,Sunday
10973,None,15:00:00,Sunday
10974,None,16:00:00,Sunday
10975,None,17:00:00,Sunday
10976,None,18:00:00,Sunday
10977,None,19:00:00,Sunday
10978,None,20:00:00,Sunday
10979,None,21:00:00,Sunday
10980,None,22:00:00,Sunday
10981,None,23:00:00,Sunday
10982,None,00:00:00,Monday
10983,None,01:00:00,Monday
10984,None,02:00:00,Monday
10985,None,03:00:00,Monday
10986,None,04:00:00,Monday
10987,None,05:00:00,Monday
10988,None,06:00:00,Monday
10989,None,07:00:00,Monday
10990,None,08:00:00,Monday
10991,None,09:00:00,Monday
10992,None,10:00:00,Monday
10993,None,11:00:00,Monday
10994,None,12:00:00,Monday
10995,None,13:00:00,Monday
10996,None,14:00:00,Monday
10997,None,15:00:00,Monday
10998,None,16:00:00,Monday
10999,None,17:00:00,Monday
11000,None,18:00:00,Monday
11001,None,19:00:00,Monday
11002,None,20:00:00,Monday
11003,None,21:00:00,Monday
11004,None,22:00:00,Monday
11005,None,23:00:00,Monday
11006,None,00:00:00,Tuesday
11007,None,01:00:00,Tuesday
11008,None,02:00:00,Tuesday
11009,None,03:00:00,Tuesday
11010,None,04:00:00,Tuesday
11011,None,05:00:00,Tuesday
11012,None,06:00:00,Tuesday
11013,None,07:00:00,Tuesday
11014,None,08:00:00,Tuesday
11015,None,09:00:00,Tuesday
11016,None,10:00:00,Tuesday
11017,None,11:00:00,Tuesday
11018,None,12:00:00,Tuesday
11019,None,13:00:00,Tuesday
11020,None,14:00:00,Tuesday
11021,None,15:00:00,Tuesday
11022,None,16:00:00,Tuesday
11023,None,17:00:00,Tuesday
11024,None,18:00:00,Tuesday
11025,None,19:00:00,Tuesday
11026,None,20:00:00,Tuesday
11027,None,21:00:00,Tuesday
11028,None,22:00:00,Tuesday
11029,None,23:00:00,Tuesday
11030,None,00:00:00,Wednesday
11031,None,01:00:00,Wednesday
11032,None,02:00:00,Wednesday
11033,None,03:00:00,Wednesday
11034,None,04:00:00,Wednesday
11035,None,05:00:00,Wednesday
11036,None,06:00:00,Wednesday
11037,None,07:00:00,Wednesday
11038,None,08:00:00,Wednesday
11039,None,09:00:00,Wednesday
11040,None,10:00:00,Wednesday
11041,None,11:00:00,Wednesday
11042,None,12:00:00,Wednesday
11043,None,13:00:00,Wednesday
11044,None,14:00:00,Wednesday
11045,None,15:00:00,Wednesday
11046,None,16:00:00,Wednesday
11047,None,17:00:00,Wednesday
11048,None,18:00:00,Wednesday
11049,None,19:00:00,Wednesday
11050,None,20:00:00,Wednesday
11051,None,21:00:00,Wednesday
11052,None,22:00:00,Wednesday
11053,None,23:00:00,Wednesday
11054,None,00:00:00,Thursday
11055,None,01:00:00,Thursday
11056,None,02:00:00,Thursday
11057,None,03:00:00,Thursday
11058,None,04:00:00,Thursday
11059,None,05:00:00,Thursday
11060,None,06:00:00,Thursday
11061,None,07:00:00,Thursday
11062,None,08:00:00,Thursday
11063,None,09:00:00,Thursday
11064,None,10:00:00,Thursday
11065,None,11:00:00,Thursday
11066,None,12:00:00,Thursday
11067,None,13:00:00,Thursday
11068,None,14:00:00,Thursday
11069,None,15:00:00,Thursday
11070,None,16:00:00,Thursday
11071,None,17:00:00,Thursday
11072,None,18:00:00,Thursday
11073,None,19:00:00,Thursday
11074,None,20:00:00,Thursday
11075,None,21:00:00,Thursday
11076,None,22:00:00,Thursday
11077,None,23:00:00,Thursday
11078,None,00:00:00,Friday
11079,None,01:00:00,Friday
11080,None,02:00:00,Friday
11081,None,03:00:00,Friday
11082,None,04:00:00,Friday
11083,None,05:00:00,Friday
11084,None,06:00:00,Friday
11085,None,07:00:00,Friday
11086,None,08:00:00,Friday
11087,None,09:00:00,Friday
11088,None,10:00:00,Friday
11089,None,11:00:00,Friday
11090,None,12:00:00,Friday
11091,None,13:00:00,Friday
11092,None,14:00:00,Friday
11093,None,15:00:00,Friday
11094,None,16:00:00,Friday
11095,None,17:00:00,Friday
11096,None,18:00:00,Friday
11097,None,19:00:00,Friday
11098,None,20:00:00,Friday
11099,None,21:00:00,Friday
11100,None,22:00:00,Friday
11101,None,23:00:00,Friday
11102,None,00:00:00,Saturday
11103,None,01:00:00,Saturday
11104,None,02:00:00,Saturday
11105,None,03:00:00,Saturday
11106,None,04:00:00,Saturday
11107,None,05:00:00,Saturday
11108,None,06:00:00,Saturday
11109,None,07:00:00,Saturday
11110,None,08:00:00,Saturday
11111,None,09:00:00,Saturday
11112,None,10:00:00,Saturday
11113,None,11:00:00,Saturday
11114,None,12:00:00,Saturday
11115,None,13:00:00,Saturday
11116,None,14:00:00,Saturday
11117,None,15:00:00,Saturday
11118,None,16:00:00,Saturday
11119,None,17:00:00,Saturday
11120,None,18:00:00,Saturday
11121,None,19:00:00,Saturday
11122,None,20:00:00,Saturday
11123,None,21:00:00,Saturday
11124,None,22:00:00,Saturday
11125,None,23:00:00,Saturday
11126,None,00:00:00,Sunday
11127,None,01:00:00,Sunday
11128,None,02:00:00,Sunday
11129,None,03:00:00,Sunday
11130,None,04:00:00,Sunday
11131,None,05:00:00,Sunday
11132,None,06:00:00,Sunday
11133,None,07:00:00,Sunday
11134,None,08:00:00,Sunday
11135,None,09:00:00,Sunday
11136,None,10:00:00,Sunday
11137,None,11:00:00,Sunday
11138,None,12:00:00,Sunday
11139,None,13:00:00,Sunday
11140,None,14:00:00,Sunday
11141,None,15:00:00,Sunday
11142,None,16:00:00,Sunday
11143,None,17:00:00,Sunday
11144,None,18:00:00,Sunday
11145,None,19:00:00,Sunday
11146,None,20:00:00,Sunday
11147,None,21:00:00,Sunday
11148,None,22:00:00,Sunday
11149,None,23:00:00,Sunday
11150,None,00:00:00,Monday
11151,None,01:00:00,Monday
11152,None,02:00:00,Monday
11153,None,03:00:00,Monday
11154,None,04:00:00,Monday
11155,None,05:00:00,Monday
11156,None,06:00:00,Monday
11157,None,07:00:00,Monday
11158,None,08:00:00,Monday
11159,None,09:00:00,Monday
11160,None,10:00:00,Monday
11161,None,11:00:00,Monday
11162,None,12:00:00,Monday
11163,None,13:00:00,Monday
11164,None,14:00:00,Monday
11165,None,15:00:00,Monday
11166,None,16:00:00,Monday
11167,None,17:00:00,Monday
11168,None,18:00:00,Monday
11169,None,19:00:00,Monday
11170,None,20:00:00,Monday
11171,None,21:00:00,Monday
11172,None,22:00:00,Monday
11173,None,23:00:00,Monday
11174,None,00:00:00,Tuesday
11175,None,01:00:00,Tuesday
11176,None,02:00:00,Tuesday
11177,None,03:00:00,Tuesday
11178,None,04:00:00,Tuesday
11179,None,05:00:00,Tuesday
11180,None,06:00:00,Tuesday
11181,None,07:00:00,Tuesday
11182,None,08:00:00,Tuesday
11183,None,09:00:00,Tuesday
11184,None,10:00:00,Tuesday
11185,None,11:00:00,Tuesday
11186,None,12:00:00,Tuesday
11187,None,13:00:00,Tuesday
11188,None,14:00:00,Tuesday
11189,None,15:00:00,Tuesday
11190,None,16:00:00,Tuesday
11191,None,17:00:00,Tuesday
11192,None,18:00:00,Tuesday
11193,None,19:00:00,Tuesday
11194,None,20:00:00,Tuesday
11195,None,21:00:00,Tuesday
11196,None,22:00:00,Tuesday
11197,None,23:00:00,Tuesday
11198,None,00:00:00,Wednesday
11199,None,01:00:00,Wednesday
11200,None,02:00:00,Wednesday
11201,None,03:00:00,Wednesday
11202,None,04:00:00,Wednesday
11203,None,05:00:00,Wednesday
11204,None,06:00:00,Wednesday
11205,None,07:00:00,Wednesday
11206,None,08:00:00,Wednesday
11207,None,09:00:00,Wednesday
11208,None,10:00:00,Wednesday
11209,None,11:00:00,Wednesday
11210,None,12:00:00,Wednesday
11211,None,13:00:00,Wednesday
11212,None,14:00:00,Wednesday
11213,None,15:00:00,Wednesday
11214,None,16:00:00,Wednesday
11215,None,17:00:00,Wednesday
11216,None,18:00:00,Wednesday
11217,None,19:00:00,Wednesday
11218,None,20:00:00,Wednesday
11219,None,21:00:00,Wednesday
11220,None,22:00:00,Wednesday
11221,None,23:00:00,Wednesday
11222,None,00:00:00,Thursday
11223,None,01:00:00,Thursday
11224,None,02:00:00,Thursday
11225,None,03:00:00,Thursday
11226,None,04:00:00,Thursday
11227,None,05:00:00,Thursday
11228,None,06:00:00,Thursday
11229,None,07:00:00,Thursday
11230,None,08:00:00,Thursday
11231,None,09:00:00,Thursday
11232,None,10:00:00,Thursday
11233,None,11:00:00,Thursday
11234,None,12:00:00,Thursday
11235,None,13:00:00,Thursday
11236,None,14:00:00,Thursday
11237,None,15:00:00,Thursday
11238,None,16:00:00,Thursday
11239,None,17:00:00,Thursday
11240,None,18:00:00,Thursday
11241,None,19:00:00,Thursday
11242,None,20:00:00,Thursday
11243,None,21:00:00,Thursday
11244,None,22:00:00,Thursday
11245,None,23:00:00,Thursday
11246,None,00:00:00,Friday
11247,None,01:00:00,Friday
11248,None,02:00:00,Friday
11249,None,03:00:00,Friday
11250,None,04:00:00,Friday
11251,None,05:00:00,Friday
11252,None,06:00:00,Friday
11253,None,07:00:00,Friday
11254,None,08:00:00,Friday
11255,None,09:00:00,Friday
11256,None,10:00:00,Friday
11257,None,11:00:00,Friday
11258,None,12:00:00,Friday
11259,None,13:00:00,Friday
11260,None,14:00:00,Friday
11261,None,15:00:00,Friday
11262,None,16:00:00,Friday
11263,None,17:00:00,Friday
11264,None,18:00:00,Friday
11265,None,19:00:00,Friday
11266,None,20:00:00,Friday
11267,None,21:00:00,Friday
11268,None,22:00:00,Friday
11269,None,23:00:00,Friday
11270,None,00:00:00,Saturday
11271,None,01:00:00,Saturday
11272,None,02:00:00,Saturday
11273,None,03:00:00,Saturday
11274,None,04:00:00,Saturday
11275,None,05:00:00,Saturday
11276,None,06:00:00,Saturday
11277,None,07:00:00,Saturday
11278,None,08:00:00,Saturday
11279,None,09:00:00,Saturday
11280,None,10:00:00,Saturday
11281,None,11:00:00,Saturday
11282,None,12:00:00,Saturday
11283,None,13:00:00,Saturday
11284,None,14:00:00,Saturday
11285,None,15:00:00,Saturday
11286,None,16:00:00,Saturday
11287,None,17:00:00,Saturday
11288,None,18:00:00,Saturday
11289,None,19:00:00,Saturday
11290,None,20:00:00,Saturday
11291,None,21:00:00,Saturday
11292,None,22:00:00,Saturday
11293,None,23:00:00,Saturday
11294,None,00:00:00,Sunday
11295,None,01:00:00,Sunday
11296,None,02:00:00,Sunday
11297,None,03:00:00,Sunday
11298,None,04:00:00,Sunday
11299,None,05:00:00,Sunday
11300,None,06:00:00,Sunday
11301,None,07:00:00,Sunday
11302,None,08:00:00,Sunday
11303,None,09:00:00,Sunday
11304,None,10:00:00,Sunday
11305,None,11:00:00,Sunday
11306,None,12:00:00,Sunday
11307,None,13:00:00,Sunday
11308,None,14:00:00,Sunday
11309,None,15:00:00,Sunday
11310,None,16:00:00,Sunday
11311,None,17:00:00,Sunday
11312,None,18:00:00,Sunday
11313,None,19:00:00,Sunday
11314,None,20:00:00,Sunday
11315,None,21:00:00,Sunday
11316,None,22:00:00,Sunday
11317,None,23:00:00,Sunday
11318,None,00:00:00,Monday
11319,None,01:00:00,Monday
11320,None,02:00:00,Monday
11321,None,03:00:00,Monday
11322,None,04:00:00,Monday
11323,None,05:00:00,Monday
11324,None,06:00:00,Monday
11325,None,07:00:00,Monday
11326,None,08:00:00,Monday
11327,None,09:00:00,Monday
11328,None,10:00:00,Monday
11329,None,11:00:00,Monday
11330,None,12:00:00,Monday
11331,None,13:00:00,Monday
11332,None,14:00:00,Monday
11333,None,15:00:00,Monday
11334,None,16:00:00,Monday
11335,None,17:00:00,Monday
11336,None,18:00:00,Monday
11337,None,19:00:00,Monday
11338,None,20:00:00,Monday
11339,None,21:00:00,Monday
11340,None,22:00:00,Monday
11341,None,23:00:00,Monday
11342,None,00:00:00,Tuesday
11343,None,01:00:00,Tuesday
11344,None,02:00:00,Tuesday
11345,None,03:00:00,Tuesday
11346,None,04:00:00,Tuesday
11347,None,05:00:00,Tuesday
11348,None,06:00:00,Tuesday
11349,None,07:00:00,Tuesday
11350,None,08:00:00,Tuesday
11351,None,09:00:00,Tuesday
11352,None,10:00:00,Tuesday
11353,None,11:00:00,Tuesday
11354,None,12:00:00,Tuesday
11355,None,13:00:00,Tuesday
11356,None,14:00:00,Tuesday
11357,None,15:00:00,Tuesday
11358,None,16:00:00,Tuesday
11359,None,17:00:00,Tuesday
11360,None,18:00:00,Tuesday
11361,None,19:00:00,Tuesday
11362,None,20:00:00,Tuesday
11363,None,21:00:00,Tuesday
11364,None,22:00:00,Tuesday
11365,None,23:00:00,Tuesday
11366,None,00:00:00,Wednesday
11367,None,01:00:00,Wednesday
11368,None,02:00:00,Wednesday
11369,None,03:00:00,Wednesday
11370,None,04:00:00,Wednesday
11371,None,05:00:00,Wednesday
11372,None,06:00:00,Wednesday
11373,None,07:00:00,Wednesday
11374,None,08:00:00,Wednesday
11375,None,09:00:00,Wednesday
11376,None,10:00:00,Wednesday
11377,None,11:00:00,Wednesday
11378,None,12:00:00,Wednesday
11379,None,13:00:00,Wednesday
11380,None,14:00:00,Wednesday
11381,None,15:00:00,Wednesday
11382,None,16:00:00,Wednesday
11383,None,17:00:00,Wednesday
11384,None,18:00:00,Wednesday
11385,None,19:00:00,Wednesday
11386,None,20:00:00,Wednesday
11387,None,21:00:00,Wednesday
11388,None,22:00:00,Wednesday
11389,None,23:00:00,Wednesday
11390,None,00:00:00,Thursday
11391,None,01:00:00,Thursday
11392,None,02:00:00,Thursday
11393,None,03:00:00,Thursday
11394,None,04:00:00,Thursday
11395,None,05:00:00,Thursday
11396,None,06:00:00,Thursday
11397,None,07:00:00,Thursday
11398,None,08:00:00,Thursday
11399,None,09:00:00,Thursday
11400,None,10:00:00,Thursday
11401,None,11:00:00,Thursday
11402,None,12:00:00,Thursday
11403,None,13:00:00,Thursday
11404,None,14:00:00,Thursday
11405,None,15:00:00,Thursday
11406,None,16:00:00,Thursday
11407,None,17:00:00,Thursday
11408,None,18:00:00,Thursday
11409,None,19:00:00,Thursday
11410,None,20:00:00,Thursday
11411,None,21:00:00,Thursday
11412,None,22:00:00,Thursday
11413,None,23:00:00,Thursday
11414,None,00:00:00,Friday
11415,None,01:00:00,Friday
11416,None,02:00:00,Friday
11417,None,03:00:00,Friday
11418,None,04:00:00,Friday
11419,None,05:00:00,Friday
11420,None,06:00:00,Friday
11421,None,07:00:00,Friday
11422,None,08:00:00,Friday
11423,None,09:00:00,Friday
11424,None,10:00:00,Friday
11425,None,11:00:00,Friday
11426,None,12:00:00,Friday
11427,None,13:00:00,Friday
11428,None,14:00:00,Friday
11429,None,15:00:00,Friday
11430,None,16:00:00,Friday
11431,None,17:00:00,Friday
11432,None,18:00:00,Friday
11433,None,19:00:00,Friday
11434,None,20:00:00,Friday
11435,None,21:00:00,Friday
11436,None,22:00:00,Friday
11437,None,23:00:00,Friday
11438,None,00:00:00,Saturday
11439,None,01:00:00,Saturday
11440,None,02:00:00,Saturday
11441,None,03:00:00,Saturday
11442,None,04:00:00,Saturday
11443,None,05:00:00,Saturday
11444,None,06:00:00,Saturday
11445,None,07:00:00,Saturday
11446,None,08:00:00,Saturday
11447,None,09:00:00,Saturday
11448,None,10:00:00,Saturday
11449,None,11:00:00,Saturday
11450,None,12:00:00,Saturday
11451,None,13:00:00,Saturday
11452,None,14:00:00,Saturday
11453,None,15:00:00,Saturday
11454,None,16:00:00,Saturday
11455,None,17:00:00,Saturday
11456,None,18:00:00,Saturday
11457,None,19:00:00,Saturday
11458,None,20:00:00,Saturday
11459,None,21:00:00,Saturday
11460,None,22:00:00,Saturday
11461,None,23:00:00,Saturday
11462,None,00:00:00,Sunday
11463,None,01:00:00,Sunday
11464,None,02:00:00,Sunday
11465,None,03:00:00,Sunday
11466,None,04:00:00,Sunday
11467,None,05:00:00,Sunday
11468,None,06:00:00,Sunday
11469,None,07:00:00,Sunday
11470,None,08:00:00,Sunday
11471,None,09:00:00,Sunday
11472,None,10:00:00,Sunday
11473,None,11:00:00,Sunday
11474,None,12:00:00,Sunday
11475,None,13:00:00,Sunday
11476,None,14:00:00,Sunday
11477,None,15:00:00,Sunday
11478,None,16:00:00,Sunday
11479,None,17:00:00,Sunday
11480,None,18:00:00,Sunday
11481,None,19:00:00,Sunday
11482,None,20:00:00,Sunday
11483,None,21:00:00,Sunday
11484,None,22:00:00,Sunday
11485,None,23:00:00,Sunday
11486,None,00:00:00,Monday
11487,None,01:00:00,Monday
11488,None,02:00:00,Monday
11489,None,03:00:00,Monday
11490,None,04:00:00,Monday
11491,None,05:00:00,Monday
11492,None,06:00:00,Monday
11493,None,07:00:00,Monday
11494,None,08:00:00,Monday
11495,None,09:00:00,Monday
11496,None,10:00:00,Monday
11497,None,11:00:00,Monday
11498,None,12:00:00,Monday
11499,None,13:00:00,Monday
11500,None,14:00:00,Monday
11501,None,15:00:00,Monday
11502,None,16:00:00,Monday
11503,None,17:00:00,Monday
11504,None,18:00:00,Monday
11505,None,19:00:00,Monday
11506,None,20:00:00,Monday
11507,None,21:00:00,Monday
11508,None,22:00:00,Monday
11509,None,23:00:00,Monday
11510,None,00:00:00,Tuesday
11511,None,01:00:00,Tuesday
11512,None,02:00:00,Tuesday
11513,None,03:00:00,Tuesday
11514,None,04:00:00,Tuesday
11515,None,05:00:00,Tuesday
11516,None,06:00:00,Tuesday
11517,None,07:00:00,Tuesday
11518,None,08:00:00,Tuesday
11519,None,09:00:00,Tuesday
11520,None,10:00:00,Tuesday
11521,None,11:00:00,Tuesday
11522,None,12:00:00,Tuesday
11523,None,13:00:00,Tuesday
11524,None,14:00:00,Tuesday
11525,None,15:00:00,Tuesday
11526,None,16:00:00,Tuesday
11527,None,17:00:00,Tuesday
11528,None,18:00:00,Tuesday
11529,None,19:00:00,Tuesday
11530,None,20:00:00,Tuesday
11531,None,21:00:00,Tuesday
11532,None,22:00:00,Tuesday
11533,None,23:00:00,Tuesday
11534,None,00:00:00,Wednesday
11535,None,01:00:00,Wednesday
11536,None,02:00:00,Wednesday
11537,None,03:00:00,Wednesday
11538,None,04:00:00,Wednesday
11539,None,05:00:00,Wednesday
11540,None,06:00:00,Wednesday
11541,None,07:00:00,Wednesday
11542,None,08:00:00,Wednesday
11543,None,09:00:00,Wednesday
11544,None,10:00:00,Wednesday
11545,None,11:00:00,Wednesday
11546,None,12:00:00,Wednesday
11547,None,13:00:00,Wednesday
11548,None,14:00:00,Wednesday
11549,None,15:00:00,Wednesday
11550,None,16:00:00,Wednesday
11551,None,17:00:00,Wednesday
11552,None,19:00:00,Wednesday
11553,None,20:00:00,Wednesday
11554,None,21:00:00,Wednesday
11555,None,22:00:00,Wednesday
11556,None,23:00:00,Wednesday
11557,None,00:00:00,Thursday
11558,None,01:00:00,Thursday
11559,None,02:00:00,Thursday
11560,None,03:00:00,Thursday
11561,None,04:00:00,Thursday
11562,None,05:00:00,Thursday
11563,None,06:00:00,Thursday
11564,None,07:00:00,Thursday
11565,None,08:00:00,Thursday
11566,None,09:00:00,Thursday
11567,None,10:00:00,Thursday
11568,None,11:00:00,Thursday
11569,None,12:00:00,Thursday
11570,None,13:00:00,Thursday
11571,None,14:00:00,Thursday
11572,None,15:00:00,Thursday
11573,None,16:00:00,Thursday
11574,None,17:00:00,Thursday
11575,None,18:00:00,Thursday
11576,None,19:00:00,Thursday
11577,None,20:00:00,Thursday
11578,None,21:00:00,Thursday
11579,None,22:00:00,Thursday
11580,None,23:00:00,Thursday
11581,None,00:00:00,Friday
11582,None,01:00:00,Friday
11583,None,02:00:00,Friday
11584,None,03:00:00,Friday
11585,None,04:00:00,Friday
11586,None,05:00:00,Friday
11587,None,06:00:00,Friday
11588,None,07:00:00,Friday
11589,None,08:00:00,Friday
11590,None,09:00:00,Friday
11591,None,10:00:00,Friday
11592,None,11:00:00,Friday
11593,None,12:00:00,Friday
11594,None,13:00:00,Friday
11595,None,14:00:00,Friday
11596,None,15:00:00,Friday
11597,None,16:00:00,Friday
11598,None,17:00:00,Friday
11599,None,18:00:00,Friday
11600,None,19:00:00,Friday
11601,None,20:00:00,Friday
11602,None,21:00:00,Friday
11603,None,22:00:00,Friday
11604,None,23:00:00,Friday
11605,None,00:00:00,Saturday
11606,None,01:00:00,Saturday
11607,None,02:00:00,Saturday
11608,None,03:00:00,Saturday
11609,None,04:00:00,Saturday
11610,None,05:00:00,Saturday
11611,None,06:00:00,Saturday
11612,None,07:00:00,Saturday
11613,None,08:00:00,Saturday
11614,None,09:00:00,Saturday
11615,None,10:00:00,Saturday
11616,None,11:00:00,Saturday
11617,None,12:00:00,Saturday
11618,None,13:00:00,Saturday
11619,None,14:00:00,Saturday
11620,None,15:00:00,Saturday
11621,None,16:00:00,Saturday
11622,None,17:00:00,Saturday
11623,None,18:00:00,Saturday
11624,None,19:00:00,Saturday
11625,None,20:00:00,Saturday
11626,None,21:00:00,Saturday
11627,None,22:00:00,Saturday
11628,None,23:00:00,Saturday
11629,None,00:00:00,Sunday
11630,None,01:00:00,Sunday
11631,None,02:00:00,Sunday
11632,None,03:00:00,Sunday
11633,None,04:00:00,Sunday
11634,None,05:00:00,Sunday
11635,None,06:00:00,Sunday
11636,None,07:00:00,Sunday
11637,None,08:00:00,Sunday
11638,None,09:00:00,Sunday
11639,None,10:00:00,Sunday
11640,None,11:00:00,Sunday
11641,None,12:00:00,Sunday
11642,None,13:00:00,Sunday
11643,None,14:00:00,Sunday
11644,None,15:00:00,Sunday
11645,None,16:00:00,Sunday
11646,None,17:00:00,Sunday
11647,None,18:00:00,Sunday
11648,None,19:00:00,Sunday
11649,None,20:00:00,Sunday
11650,None,21:00:00,Sunday
11651,None,22:00:00,Sunday
11652,None,23:00:00,Sunday
11653,None,00:00:00,Monday
11654,None,01:00:00,Monday
11655,None,02:00:00,Monday
11656,None,03:00:00,Monday
11657,None,04:00:00,Monday
11658,None,05:00:00,Monday
11659,None,06:00:00,Monday
11660,None,07:00:00,Monday
11661,None,08:00:00,Monday
11662,None,09:00:00,Monday
11663,None,10:00:00,Monday
11664,None,11:00:00,Monday
11665,None,12:00:00,Monday
11666,None,13:00:00,Monday
11667,None,14:00:00,Monday
11668,None,15:00:00,Monday
11669,None,16:00:00,Monday
11670,None,17:00:00,Monday
11671,None,18:00:00,Monday
11672,None,19:00:00,Monday
11673,None,20:00:00,Monday
11674,None,21:00:00,Monday
11675,None,22:00:00,Monday
11676,None,23:00:00,Monday
11677,None,00:00:00,Tuesday
11678,None,01:00:00,Tuesday
11679,None,02:00:00,Tuesday
11680,None,03:00:00,Tuesday
11681,None,04:00:00,Tuesday
11682,None,05:00:00,Tuesday
11683,None,06:00:00,Tuesday
11684,None,07:00:00,Tuesday
11685,None,08:00:00,Tuesday
11686,None,09:00:00,Tuesday
11687,None,10:00:00,Tuesday
11688,None,11:00:00,Tuesday
11689,None,12:00:00,Tuesday
11690,None,13:00:00,Tuesday
11691,None,14:00:00,Tuesday
11692,None,15:00:00,Tuesday
11693,None,16:00:00,Tuesday
11694,None,17:00:00,Tuesday
11695,None,18:00:00,Tuesday
11696,None,19:00:00,Tuesday
11697,None,20:00:00,Tuesday
11698,None,21:00:00,Tuesday
11699,None,22:00:00,Tuesday
11700,None,23:00:00,Tuesday
11701,None,00:00:00,Wednesday
11702,None,01:00:00,Wednesday
11703,None,02:00:00,Wednesday
11704,None,03:00:00,Wednesday
11705,None,04:00:00,Wednesday
11706,None,05:00:00,Wednesday
11707,None,06:00:00,Wednesday
11708,None,07:00:00,Wednesday
11709,None,08:00:00,Wednesday
11710,None,09:00:00,Wednesday
11711,None,10:00:00,Wednesday
11712,None,11:00:00,Wednesday
11713,None,12:00:00,Wednesday
11714,None,13:00:00,Wednesday
11715,None,14:00:00,Wednesday
11716,None,15:00:00,Wednesday
11717,None,16:00:00,Wednesday
11718,None,17:00:00,Wednesday
11719,None,18:00:00,Wednesday
11720,None,19:00:00,Wednesday
11721,None,20:00:00,Wednesday
11722,None,21:00:00,Wednesday
11723,None,22:00:00,Wednesday
11724,None,23:00:00,Wednesday
11725,None,00:00:00,Thursday
11726,None,01:00:00,Thursday
11727,None,02:00:00,Thursday
11728,None,03:00:00,Thursday
11729,None,04:00:00,Thursday
11730,None,05:00:00,Thursday
11731,None,06:00:00,Thursday
11732,None,07:00:00,Thursday
11733,None,08:00:00,Thursday
11734,None,09:00:00,Thursday
11735,None,10:00:00,Thursday
11736,None,11:00:00,Thursday
11737,None,12:00:00,Thursday
11738,None,13:00:00,Thursday
11739,None,14:00:00,Thursday
11740,None,15:00:00,Thursday
11741,None,16:00:00,Thursday
11742,None,17:00:00,Thursday
11743,None,18:00:00,Thursday
11744,None,19:00:00,Thursday
11745,None,20:00:00,Thursday
11746,None,21:00:00,Thursday
11747,None,22:00:00,Thursday
11748,None,23:00:00,Thursday
11749,None,00:00:00,Friday
11750,None,01:00:00,Friday
11751,None,02:00:00,Friday
11752,None,03:00:00,Friday
11753,None,04:00:00,Friday
11754,None,05:00:00,Friday
11755,None,06:00:00,Friday
11756,None,07:00:00,Friday
11757,None,08:00:00,Friday
11758,None,09:00:00,Friday
11759,None,10:00:00,Friday
11760,None,11:00:00,Friday
11761,None,12:00:00,Friday
11762,None,13:00:00,Friday
11763,None,14:00:00,Friday
11764,None,15:00:00,Friday
11765,None,16:00:00,Friday
11766,None,17:00:00,Friday
11767,None,18:00:00,Friday
11768,None,19:00:00,Friday
11769,None,20:00:00,Friday
11770,None,21:00:00,Friday
11771,None,22:00:00,Friday
11772,None,23:00:00,Friday
11773,None,00:00:00,Saturday
11774,None,01:00:00,Saturday
11775,None,02:00:00,Saturday
11776,None,03:00:00,Saturday
11777,None,04:00:00,Saturday
11778,None,05:00:00,Saturday
11779,None,06:00:00,Saturday
11780,None,07:00:00,Saturday
11781,None,08:00:00,Saturday
11782,None,09:00:00,Saturday
