,0
8061,1715
8062,3391
8063,3720
8064,4380
8065,4655
8066,4623
8067,4354
8068,1587
8069,6827
8070,5797
8071,4119
8072,4403
8073,4753
8074,5379
8075,5894
8076,6681
8077,6095
8078,4463
8079,3154
8080,2469
8081,2188
8082,1509
8083,1018
8084,578
8085,355
8086,251
8087,340
8088,2789
8089,6876
8090,6375
8091,5532
8092,4384
8093,4862
8094,5126
8095,2873
8096,4665
8097,5030
8098,5512
8099,6116
8100,6922
8101,6534
8102,3630
8103,3064
8104,1618
8105,1041
8106,5487
8107,5741
8108,7094
8109,6735
8110,3457
8111,1400
8112,6771
8113,5811
8114,5053
8115,4903
8116,5753
8117,4313
8118,3617
8119,3479
8120,3002
8121,2088
8122,2555
8123,3824
8124,5341
8125,6116
8126,5127
8127,4600
8128,3578
8129,2977
8130,822
8131,859
8132,6621
8133,5817
8134,5354
8135,4453
8136,4748
8137,4935
8138,5166
8139,6043
8140,6934
8141,6617
8142,4818
8143,3178
8144,2739
8145,2431
8146,1611
8147,1095
8148,574
8149,369
8150,263
8151,346
8152,2874
8153,5930
8154,7110
8155,6010
8156,4637
8157,4997
8158,5397
8159,5830
8160,7057
8161,5773
8162,3026
8163,2744
8164,2006
8165,1291
8166,643
8167,409
8168,317
8169,376
8170,766
8171,2643
8172,5638
8173,6703
8174,5722
8175,5285
8176,4921
8177,5449
8178,5542
8179,5559
8180,5837
8181,6311
8182,6662
8183,6245
8184,3579
8185,2909
8186,2937
8187,2681
8188,1733
8189,1038
8190,670
8191,509
8192,373
8193,753
8194,1351
8195,2090
8196,3379
8197,4444
8198,4276
8199,4054
8200,4537
8201,4322
8202,4428
8203,4251
8204,4264
8205,4184
8206,3727
8207,3429
8208,2661
8209,2600
8210,2940
8211,1871
8212,1221
8213,752
8214,585
8215,300
8216,260
8217,465
8218,768
8219,1108
8220,1842
8221,2567
8222,3273
8223,3407
8224,3903
8225,4099
8226,4319
8227,4200
8228,4170
8229,3656
8230,3510
8231,2844
8232,2391
8233,1895
8234,1450
8235,925
8236,514
8237,286
8238,215
8239,305
8240,783
8241,2576
8242,5669
8243,6170
8244,5510
8245,4653
8246,4167
8247,4200
8248,4678
8249,4971
8250,5101
8251,5476
8252,5346
8253,3982
8254,2679
8255,2301
8256,1991
8257,1369
8258,913
8259,488
8260,322
8261,206
8262,324
8263,825
8264,2760
8265,5908
8266,6874
8267,6158
8268,5237
8269,4395
8270,4657
8271,5028
8272,5024
8273,5298
8274,5891
8275,6753
8276,6562
8277,4622
8278,3190
8279,2981
8280,2411
8281,1854
8282,975
8283,548
8284,343
8285,259
8286,386
8287,828
8288,2786
8289,5755
8290,7020
8291,6194
8292,5375
8293,4445
8294,4904
8295,5045
8296,5039
8297,5276
8298,6119
8299,6846
8300,6363
8301,4816
8302,3339
8303,2846
8304,3975
8305,2288
8306,1139
8307,630
8308,375
8309,255
8310,351
8311,839
8312,2932
8313,5933
8314,6866
8315,5395
8316,4547
8317,4907
8318,5117
8319,5186
8320,5550
8321,6224
8322,6673
8323,6415
8324,4732
8325,3525
8326,3232
8327,2676
8328,2384
8329,1247
8330,653
8331,411
8332,315
8333,392
8334,787
8335,2605
8336,5776
8337,6789
8338,5931
8339,5297
8340,4926
8341,5228
8342,5501
8343,5382
8344,5715
8345,6300
8346,6753
8347,6125
8348,5231
8349,3659
8350,2827
8351,3862
8352,3285
8353,1898
8354,1106
8355,723
8356,550
8357,387
8358,424
8359,770
8360,2043
8361,3816
8362,4342
8363,4592
8364,4532
8365,4554
8366,4537
8367,4402
8368,4289
8369,3147
8370,2484
8371,2533
8372,2671
8373,2881
8374,1295
8375,857
8376,616
8377,333
8378,289
8379,467
8380,746
8381,1092
8382,1770
8383,2509
8384,3357
8385,3990
8386,4351
8387,4234
8388,4345
8389,3968
8390,4206
8391,3543
8392,2707
8393,3185
8394,2051
8395,1010
8396,516
8397,263
8398,249
8399,311
8400,800
8401,2737
8402,6964
8403,6092
8404,5093
8405,4385
8406,4545
8407,4654
8408,4728
8409,5622
8410,6177
8411,4435
8412,2911
8413,2520
8414,2047
8415,1456
8416,904
8417,458
8418,283
8419,208
8420,335
8421,805
8422,2744
8423,5991
8424,7015
8425,6290
8426,5276
8427,4472
8428,4671
8429,4827
8430,4855
8431,5242
8432,6060
8433,6692
8434,6518
8435,4677
8436,3131
8437,2867
8438,2499
8439,1685
8440,990
8441,491
8442,322
8443,262
8444,355
8445,811
8446,2832
8447,5990
8448,7107
8449,6150
8450,5290
8451,4651
8452,4838
8453,4960
8454,5079
8455,5319
8456,6199
8457,6992
8458,6578
8459,4982
8460,3487
8461,3082
8462,3008
8463,1795
8464,1010
8465,585
8466,339
8467,289
8468,361
8469,806
8470,2786
8471,5842
8472,6485
8473,6251
8474,5379
8475,4679
8476,4859
8477,5214
8478,5084
8479,5447
8480,5995
8481,6209
8482,5996
8483,4670
8484,3302
8485,2713
8486,2524
8487,2027
8488,1200
8489,643
8490,386
8491,332
8492,425
8493,743
8494,2606
8495,5548
8496,6641
8497,5908
8498,5061
8499,4722
8500,5153
8501,5505
8502,5478
8503,5789
8504,6047
8505,6512
8506,6238
8507,5306
8508,3697
8509,2926
8510,3029
8511,3041
8512,3384
8513,1197
8514,725
8515,530
8516,377
8517,362
8518,709
8519,1278
8520,1827
8521,2719
8522,3685
8523,4439
8524,4975
8525,5311
8526,5020
8527,4213
8528,4127
8529,4164
8530,4027
8531,3682
8532,3193
8533,2594
8534,2572
8535,2549
8536,2311
8537,1184
8538,835
8539,558
8540,361
8541,292
8542,463
8543,745
8544,1089
8545,1708
8546,2623
8547,3319
8548,3509
8549,3731
8550,3808
8551,3777
8552,3866
8553,4148
8554,3671
8555,3122
8556,2995
8557,2658
8558,2298
8559,1583
8560,894
8561,468
8562,267
8563,232
8564,317
8565,793
8566,2657
8567,5715
8568,5997
8569,4490
8570,4714
8571,4844
8572,5340
8573,5828
8574,6492
8575,6066
8576,4183
8577,2876
8578,2405
8579,2070
8580,1444
8581,983
8582,535
8583,251
8584,343
8585,775
8586,2727
8587,5725
8588,6891
8589,6051
8590,5275
8591,4603
8592,5025
8593,5336
8594,5219
8595,5775
8596,6070
8597,6273
8598,4463
8599,3294
8600,2886
8601,2565
8602,1111
8603,624
8604,395
8605,292
8606,396
8607,733
8608,2591
8609,5210
8610,6004
8611,5651
8612,5084
8613,4706
8614,5370
8615,5572
8616,5712
8617,6274
8618,6366
8619,6156
8620,5052
8621,4399
8622,3347
8623,2786
8624,3345
8625,2889
8626,1535
8627,929
8628,577
8629,409
8630,284
8631,264
8632,801
8633,984
8634,1295
8635,2125
8636,2493
8637,3378
8638,3649
8639,3157
8640,3019
8641,2954
8642,2958
8643,3235
8644,3132
8645,3385
8646,3119
8647,2620
8648,2043
8649,1425
8650,792
8651,494
8652,346
8653,319
8654,435
8655,1169
8656,2137
8657,2542
8658,3107
8659,3397
8660,4015
8661,4196
8662,4449
8663,4563
8664,4742
8665,4513
8666,4247
8667,3587
8668,3843
8669,3487
8670,2552
8671,2497
8672,1571
8673,1007
8674,672
8675,548
8676,360
8677,341
8678,641
8679,1029
8680,1419
8681,2051
8682,2958
8683,3358
8684,3699
8685,4165
8686,4187
8687,4566
8688,4846
8689,4744
8690,4609
8691,4244
8692,3532
8693,2896
8694,2603
8695,2870
8696,3345
8697,1335
8698,787
8699,692
8700,367
8701,296
8702,475
8703,780
8704,1093
8705,1675
8706,2646
8707,3914
8708,4130
8709,3935
8710,4332
8711,4499
8712,4490
8713,4963
8714,4412
8715,4132
8716,3472
8717,2975
8718,2354
8719,1523
8720,948
8721,518
8722,324
8723,243
8724,325
8725,814
8726,2726
8727,5698
8728,6277
8729,6076
8730,5104
8731,4455
8732,4584
8733,4751
8734,4818
8735,5252
8736,5655
8737,4895
8738,4795
8739,3611
8740,2568
8741,2217
8742,3175
8743,2137
8744,999
8745,494
8746,316
8747,272
8748,340
8749,818
8750,2839
8751,5551
8752,6020
8753,5945
8754,5144
8755,4524
8756,4596
8757,4760
8758,4739
8759,5133
8760,5651
8761,6118
8762,5798
8763,4372
8764,3203
8765,2894
8766,2431
8767,1392
8768,613
8769,365
8770,275
8771,371
8772,822
8773,2744
8774,4540
8775,4025
8776,4173
8777,3876
8778,3869
8779,3519
8780,3556
8781,3880
8782,4007
8783,4409
8784,4315
8785,4132
8786,3126
8787,2316
8788,1953
8789,1725
8790,1460
8791,892
8792,508
8793,326
8794,273
8795,369
8796,835
8797,2628
8798,5075
8799,5630
8800,5417
8801,5117
8802,4179
8803,4410
8804,4752
8805,4766
8806,5139
8807,5582
8808,5792
8809,5075
8810,3172
8811,2769
8812,3504
8813,3496
8814,637
8815,374
8816,305
8817,377
8818,770
8819,2538
8820,5280
8821,5995
8822,5686
8823,4892
8824,4811
8825,5000
8826,5237
8827,5411
8828,5661
8829,6058
8830,5672
8831,4754
8832,3309
8833,2729
8834,2821
8835,2394
8836,1589
8837,1073
8838,660
8839,432
8840,317
8841,364
8842,742
8843,1193
8844,2003
8845,2754
8846,3520
8847,3636
8848,4737
8849,4672
8850,4704
8851,4839
8852,4806
8853,4893
8854,3101
8855,2342
8856,2450
8857,3318
8858,1716
8859,1122
8860,688
8861,541
8862,271
8863,425
8864,797
8865,981
8866,1539
8867,2087
8868,2663
8869,2820
8870,3313
8871,3453
8872,3303
8873,3344
8874,3363
8875,3257
8876,3033
8877,2926
8878,1744
8879,1390
8880,840
8881,471
8882,291
8883,231
8884,307
8885,807
8886,2596
8887,4817
8888,5158
8889,4719
8890,4177
8891,4143
8892,4597
8893,4849
8894,5356
8895,5808
8896,5670
8897,3933
8898,2863
8899,2318
8900,1960
8901,1008
8902,276
8903,257
8904,362
8905,791
8906,2627
8907,4822
8908,4738
8909,4642
8910,5216
8911,4681
8912,4494
8913,4481
8914,4699
8915,5084
8916,5540
8917,6014
8918,5754
8919,3326
8920,2572
8921,2131
8922,1835
8923,2645
8924,709
8925,370
8926,292
8927,353
8928,805
8929,2706
8930,5482
8931,5339
8932,4887
8933,4431
8934,4726
8935,4662
8936,5231
8937,5634
8938,6274
8939,5700
8940,4329
8941,3112
8942,2769
8943,2366
8944,1025
8945,532
8946,364
8947,256
8948,350
8949,795
8950,2761
8951,5366
8952,5790
8953,5759
8954,5049
8955,4573
8956,4841
8957,4974
8958,5048
8959,5398
8960,5990
8961,6094
8962,5814
8963,4532
8964,3211
8965,2829
8966,2892
8967,2020
8968,1153
8969,627
8970,359
8971,296
8972,436
8973,773
8974,2559
8975,5405
8976,6261
8977,5597
8978,4917
8979,4672
8980,5073
8981,5270
8982,5339
8983,5486
8984,6049
8985,6314
8986,5683
8987,4464
8988,3470
8989,2730
8990,2957
8991,2627
8992,1664
8993,1144
8994,681
8995,506
8996,365
8997,432
8998,804
8999,1218
9000,1868
9001,2611
9002,3341
9003,3485
9004,4001
9005,4395
9006,4825
9007,4687
9008,4441
9009,4756
9010,4670
9011,3878
9012,3179
9013,2566
9014,2934
9015,2981
9016,1831
9017,1187
9018,774
9019,509
9020,329
9021,270
9022,490
9023,798
9024,1118
9025,1867
9026,2788
9027,3851
9028,3970
9029,3728
9030,3888
9031,3937
9032,4322
9033,4274
9034,3746
9035,3301
9036,2804
9037,2245
9038,1879
9039,1481
9040,890
9041,442
9042,277
9043,231
9044,338
9045,803
9046,2726
9047,5626
9048,4795
9049,3799
9050,3567
9051,3916
9052,3914
9053,4614
9054,5109
9055,5319
9056,3809
9057,2755
9058,2353
9059,1528
9060,1036
9061,544
9062,339
9063,286
9064,365
9065,842
9066,2710
9067,5273
9068,5463
9069,5403
9070,4487
9071,4612
9072,4703
9073,4941
9074,5263
9075,5703
9076,5892
9077,5895
9078,3296
9079,2860
9080,2955
9081,3923
9082,1313
9083,658
9084,417
9085,341
9086,391
9087,860
9088,2760
9089,5747
9090,6221
9091,5856
9092,5131
9093,4750
9094,5005
9095,5126
9096,5209
9097,5389
9098,5994
9099,6236
9100,5793
9101,3278
9102,2806
9103,1980
9104,1116
9105,614
9106,372
9107,288
9108,367
9109,797
9110,2737
9111,5710
9112,5967
9113,5768
9114,5208
9115,4865
9116,5069
9117,5139
9118,5407
9119,5549
9120,6029
9121,6310
9122,5715
9123,3344
9124,2789
9125,2563
9126,2283
9127,1190
9128,610
9129,424
9130,364
9131,415
9132,800
9133,2492
9134,5219
9135,5906
9136,5209
9137,4703
9138,5373
9139,5347
9140,5477
9141,5714
9142,5864
9143,5884
9144,5609
9145,3531
9146,2837
9147,2757
9148,2736
9149,1831
9150,1042
9151,685
9152,518
9153,336
9154,389
9155,724
9156,1197
9157,1749
9158,2646
9159,3307
9160,3822
9161,4302
9162,4554
9163,4403
9164,4535
9165,4634
9166,4751
9167,4526
9168,3134
9169,2777
9170,2747
9171,2492
9172,1727
9173,1098
9174,765
9175,541
9176,323
9177,272
9178,785
9179,1009
9180,1600
9181,2491
9182,3163
9183,3371
9184,3627
9185,3522
9186,3846
9187,3812
9188,3273
9189,2471
9190,2219
9191,2111
9192,1796
9193,1002
9194,555
9195,362
9196,278
9197,351
9198,644
9199,2050
9200,3983
9201,4640
9202,4256
9203,4314
9204,4344
9205,4792
9206,4769
9207,4978
9208,5211
9209,5294
9210,5287
9211,4596
9212,2790
9213,2183
9214,2099
9215,1660
9216,1148
9217,667
9218,416
9219,288
9220,258
9221,480
9222,1342
9223,2691
9224,2545
9225,2886
9226,3904
9227,4324
9228,4098
9229,4199
9230,4145
9231,4037
9232,3196
9233,1657
9234,1978
9235,2221
9236,2010
9237,1375
9238,712
9239,549
9240,282
9241,164
9242,176
9243,259
9244,462
9245,538
9246,675
9247,1174
9248,1685
9249,2089
9250,2397
9251,2546
9252,2683
9253,2666
9254,2699
9255,2735
9256,2713
9257,2675
9258,1750
9259,1035
9260,584
9261,326
9262,247
9263,308
9264,583
9265,1908
9266,3764
9267,3861
9268,3554
9269,3289
9270,3464
9271,4017
9272,4203
9273,4534
9274,4874
9275,4965
9276,5135
9277,3468
9278,2696
9279,2229
9280,2169
9281,2019
9282,1195
9283,690
9284,417
9285,308
9286,333
9287,628
9288,2008
9289,4012
9290,4037
9291,3943
9292,3734
9293,3900
9294,4555
9295,4809
9296,5012
9297,5224
9298,5268
9299,5785
9300,5183
9301,3143
9302,2483
9303,2431
9304,951
9305,624
9306,514
9307,338
9308,323
9309,688
9310,1092
9311,1380
9312,1821
9313,2559
9314,3135
9315,3544
9316,3896
9317,4162
9318,4077
9319,4424
9320,4451
9321,4334
9322,3206
9323,2652
9324,2484
9325,2375
9326,1555
9327,1057
9328,724
9329,521
9330,328
9331,300
9332,484
9333,716
9334,930
9335,1382
9336,2261
9337,3426
9338,3167
9339,3430
9340,3457
9341,3769
9342,3703
9343,3333
9344,2871
9345,2552
9346,2067
9347,2494
9348,2618
9349,1083
9350,551
9351,355
9352,290
9353,256
9354,627
9355,2107
9356,4596
9357,4855
9358,4385
9359,3792
9360,3793
9361,3829
9362,3672
9363,3285
9364,3781
9365,4233
9366,3938
9367,3835
9368,3041
9369,2337
9370,1862
9371,1668
9372,1413
9373,942
9374,580
9375,351
9376,288
9377,294
9378,580
9379,1861
9380,3832
9381,4232
9382,3821
9383,3648
9384,3576
9385,4103
9386,4624
9387,5064
9388,5241
9389,5133
9390,4435
9391,3797
9392,4504
9393,3478
9394,2711
9395,2189
9396,1457
9397,1395
9398,1292
9399,957
9400,559
9401,329
9402,435
9403,606
9404,772
9405,993
9406,1258
9407,2360
9408,2574
9409,2812
9410,2920
9411,2891
9412,2842
9413,2708
9414,2586
9415,2121
9416,1690
9417,1175
9418,749
9419,422
9420,213
9421,283
9422,694
9423,2439
9424,5032
9425,5654
9426,4944
9427,4282
9428,3991
9429,4350
9430,4558
9431,4801
9432,4835
9433,5415
9434,5216
9435,3828
9436,2763
9437,2225
9438,3355
9439,2261
9440,1072
9441,386
9442,285
9443,309
9444,689
9445,2347
9446,5668
9447,5191
9448,4549
9449,4088
9450,4446
9451,4872
9452,5008
9453,5302
9454,5463
9455,5923
9456,5439
9457,4222
9458,3037
9459,2427
9460,1782
9461,1300
9462,812
9463,598
9464,506
9465,351
9466,318
9467,695
9468,1103
9469,1482
9470,2157
9471,2789
9472,3232
9473,3607
9474,4172
9475,4114
9476,4249
9477,4412
9478,4343
9479,4070
9480,2701
9481,2253
9482,2537
9483,3258
9484,1566
9485,891
9486,554
9487,458
9488,288
9489,232
9490,384
9491,665
9492,784
9493,1176
9494,1713
9495,2355
9496,2627
9497,3084
9498,3109
9499,3230
9500,3197
9501,3040
9502,2621
9503,2233
9504,2022
9505,1300
9506,1106
9507,731
9508,477
9509,277
9510,193
9511,242
9512,606
9513,1930
9514,3959
9515,4471
9516,3520
9517,2844
9518,2656
9519,2641
9520,2885
9521,3073
9522,3433
9523,3708
9524,4228
9525,3735
9526,2526
9527,1736
9528,1200
9529,1065
9530,772
9531,396
9532,272
9533,209
9534,289
9535,683
9536,2172
9537,4114
9538,5761
9539,4615
9540,3902
9541,3500
9542,4023
9543,4178
9544,4431
9545,5013
9546,5721
9547,5550
9548,4072
9549,2793
9550,2147
9551,1903
9552,899
9553,483
9554,316
9555,236
9556,304
9557,734
9558,2507
9559,5475
9560,6280
9561,5332
9562,4669
9563,4080
9564,4121
9565,4460
9566,4943
9567,5469
9568,6273
9569,5932
9570,4305
9571,2922
9572,2313
9573,2039
9574,1436
9575,959
9576,544
9577,311
9578,336
9579,749
9580,2622
9581,5562
9582,6190
9583,5778
9584,4762
9585,4243
9586,4596
9587,4851
9588,4839
9589,5219
9590,5702
9591,6421
9592,6038
9593,3287
9594,2728
9595,2440
9596,1654
9597,1053
9598,568
9599,406
9600,287
9601,372
9602,699
9603,2488
9604,5266
9605,5361
9606,5265
9607,5052
9608,4211
9609,4705
9610,5073
9611,5078
9612,5318
9613,5741
9614,6235
9615,5706
9616,3355
9617,2706
9618,2712
9619,1536
9620,651
9621,540
9622,376
9623,365
9624,741
9625,1233
9626,1834
9627,2584
9628,3147
9629,3332
9630,4027
9631,4554
9632,4509
9633,4706
9634,4628
9635,4546
9636,4470
9637,3107
9638,2519
9639,3440
9640,3505
9641,1856
9642,1112
9643,706
9644,524
9645,321
9646,261
9647,463
9648,731
9649,1053
9650,1643
9651,2387
9652,3069
9653,3419
9654,3831
9655,3997
9656,3881
9657,4151
9658,3946
9659,3662
9660,2504
9661,1972
9662,1714
9663,1306
9664,797
9665,453
9666,294
9667,210
9668,307
9669,755
9670,2557
9671,5700
9672,6276
9673,5592
9674,4768
9675,4045
9676,4384
9677,4400
9678,4640
9679,5163
9680,5576
9681,6250
9682,5923
9683,2872
9684,2313
9685,2107
9686,1343
9687,831
9688,433
9689,332
9690,242
9691,401
9692,877
9693,2389
9694,3948
9695,3349
9696,3080
9697,3746
9698,3740
9699,3454
9700,3764
9701,4062
9702,4383
9703,5160
9704,5725
9705,5693
9706,4284
9707,2951
9708,2736
9709,3595
9710,977
9711,515
9712,305
9713,354
9714,793
9715,2677
9716,5542
9717,6193
9718,5686
9719,4837
9720,4225
9721,4560
9722,4790
9723,4777
9724,4735
9725,6252
9726,5258
9727,4270
9728,2368
9729,2255
9730,1501
9731,956
9732,513
9733,334
9734,271
9735,393
9736,772
9737,2734
9738,5381
9739,5668
9740,5568
9741,4665
9742,4021
9743,4377
9744,4631
9745,4752
9746,5002
9747,5662
9748,6413
9749,5917
9750,3073
9751,2640
9752,3620
9753,2663
9754,1139
9755,619
9756,376
9757,306
9758,395
9759,2584
9760,5441
9761,6319
9762,5519
9763,4226
9764,4833
9765,5204
9766,5594
9767,5564
9768,6430
9769,6080
9770,3841
9771,2708
9772,2614
9773,2847
9774,2746
9775,1139
9776,690
9777,507
9778,389
9779,441
9780,750
9781,1239
9782,1822
9783,2278
9784,2789
9785,3281
9786,3655
9787,3870
9788,4146
9789,3884
9790,4290
9791,4434
9792,4085
9793,3738
9794,3001
9795,2498
9796,2400
9797,2794
9798,3269
9799,1236
9800,807
9801,544
9802,342
9803,286
9804,432
9805,726
9806,1027
9807,2477
9808,3269
9809,3601
9810,3782
9811,4117
9812,3938
9813,3952
9814,4410
9815,3752
9816,3095
9817,2504
9818,2024
9819,1499
9820,1004
9821,480
9822,347
9823,251
9824,332
9825,711
9826,2188
9827,4403
9828,3861
9829,3634
9830,3849
9831,4008
9832,4395
9833,4515
9834,4614
9835,4687
9836,4516
9837,2627
9838,2210
9839,1907
9840,1332
9841,839
9842,422
9843,289
9844,222
9845,302
9846,784
9847,2554
9848,5492
9849,6222
9850,5710
9851,4642
9852,4167
9853,4288
9854,4601
9855,5037
9856,5670
9857,6322
9858,5850
9859,2923
9860,2517
9861,2269
9862,1364
9863,845
9864,416
9865,300
9866,271
9867,364
9868,792
9869,2461
9870,5607
9871,4802
9872,5120
9873,4939
9874,4143
9875,4186
9876,4423
9877,4601
9878,4994
9879,5446
9880,6427
9881,6095
9882,4504
9883,3178
9884,2488
9885,2211
9886,1503
9887,924
9888,490
9889,266
9890,244
9891,337
9892,754
9893,2484
9894,5859
9895,4958
9896,4250
9897,3885
9898,4024
9899,4499
9900,4547
9901,4766
9902,4946
9903,5953
9904,5676
9905,4027
9906,2857
9907,2475
9908,3836
9909,1137
9910,594
9911,340
9912,279
9913,369
9914,728
9915,2542
9916,5335
9917,6398
9918,5685
9919,4921
9920,4446
9921,4845
9922,5231
9923,5192
9924,5482
9925,5903
9926,4880
9927,3449
9928,2888
9929,2415
9930,2560
9931,3473
9932,1571
9933,940
9934,613
9935,465
9936,369
9937,392
9938,667
9939,1208
9940,2022
9941,2926
9942,3179
9943,3639
9944,4032
9945,4539
9946,4435
9947,4521
9948,4762
9949,4582
9950,4278
9951,4144
9952,3347
9953,2691
9954,2723
9955,3917
9956,1922
9957,1063
9958,600
9959,477
9960,332
9961,303
9962,462
9963,733
9964,1190
9965,2131
9966,2643
9967,3100
9968,3411
9969,3581
9970,3508
9971,3575
9972,3701
9973,3254
9974,2712
9975,2089
9976,1695
9977,1432
9978,1128
9979,738
9980,405
9981,243
9982,195
9983,270
9984,689
9985,2213
9986,4453
9987,4360
9988,3706
9989,3570
9990,3151
9991,3314
9992,3522
9993,3675
9994,4181
9995,4412
9996,5028
9997,4760
9998,3366
9999,2305
10000,1763
10001,1721
10002,1182
10003,824
10004,466
10005,256
10006,194
10007,334
10008,723
10009,2238
10010,4611
10011,5071
10012,4748
10013,4003
10014,3673
10015,4043
10016,4545
10017,4456
10018,4855
10019,5266
10020,5958
10021,5779
10022,3873
10023,2783
10024,2526
10025,2264
10026,1829
10027,1198
10028,459
10029,292
10030,233
10031,308
10032,771
10033,2570
10034,5315
10035,5986
10036,4990
10037,5177
10038,4243
10039,4491
10040,4707
10041,4750
10042,5125
10043,5597
10044,6285
10045,6196
10046,4584
10047,3122
10048,2700
10049,2388
10050,1527
10051,1025
10052,499
10053,298
10054,268
10055,382
10056,833
10057,2519
10058,3919
10059,3235
10060,2868
10061,2827
10062,3431
10063,2893
10064,3308
10065,3455
10066,3937
10067,4289
10068,4661
10069,4730
10070,3652
10071,2682
10072,2461
10073,2219
10074,1771
10075,1255
10076,644
10077,390
10078,313
10079,361
10080,734
10081,2557
10082,5150
10083,5363
10084,5269
10085,4721
10086,4548
10087,4852
10088,5010
10089,5043
10090,5524
10091,5713
10092,5979
10093,5724
10094,5115
10095,3951
10096,2930
10097,2791
10098,2964
10099,1684
10100,1126
10101,644
10102,495
10103,376
10104,347
10105,699
10106,1186
10107,1986
10108,2694
10109,3589
10110,3881
10111,4526
10112,4933
10113,4864
10114,4779
10115,4766
10116,4923
10117,4394
10118,4172
10119,3555
10120,2743
10121,2658
10122,2830
10123,2296
10124,1143
10125,695
10126,539
10127,291
10128,284
10129,434
10130,739
10131,962
10132,1670
10133,2506
10134,3114
10135,3306
10136,3655
10137,3795
10138,3944
10139,3959
10140,4295
10141,3567
10142,2185
10143,1801
10144,1748
10145,2891
10146,1721
10147,942
10148,456
10149,309
10150,230
10151,319
10152,770
10153,2503
10154,5311
10155,6006
10156,5554
10157,4634
10158,4203
10159,4303
10160,4603
10161,4551
10162,4934
10163,5554
10164,6136
10165,5810
10166,4203
10167,2795
10168,2432
10169,2158
10170,1628
10171,898
10172,442
10173,296
10174,234
10175,340
10176,779
10177,2636
10178,5474
10179,6151
10180,5662
10181,5119
10182,4314
10183,4327
10184,4696
10185,4828
10186,4913
10187,5646
10188,6404
10189,6120
10190,4630
10191,2862
10192,2454
10193,3399
10194,2605
10195,1055
10196,488
10197,298
10198,227
10199,334
10200,793
10201,2602
10202,5737
10203,6415
10204,5633
10205,4902
10206,4212
10207,4299
10208,4678
10209,4679
10210,5115
10211,5615
10212,6393
10213,6058
10214,4440
10215,3197
10216,2651
10217,2309
10218,1448
10219,973
10220,479
10221,315
10222,245
10223,379
10224,739
10225,2639
10226,4774
10227,5707
10228,5750
10229,5189
10230,4252
10231,4601
10232,4775
10233,4692
10234,5227
10235,5730
10236,6498
10237,5892
10238,4357
10239,3087
10240,2999
10241,3442
10242,3500
10243,1250
10244,605
10245,375
10246,308
10247,399
10248,724
10249,2485
10250,5349
10251,6208
10252,5612
10253,5002
10254,4578
10255,5007
10256,5210
10257,5113
10258,5386
10259,5942
10260,6114
10261,5932
10262,4876
10263,3475
10264,2732
10265,2928
10266,3009
10267,1703
10268,1094
10269,701
10270,523
10271,343
10272,356
10273,662
10274,1204
10275,1947
10276,2926
10277,3495
10278,3965
10279,4314
10280,4694
10281,4520
10282,4494
10283,4694
10284,4500
10285,4457
10286,4256
10287,3228
10288,2547
10289,2862
10290,2640
10291,1640
10292,941
10293,671
10294,552
10295,301
10296,264
10297,443
10298,713
10299,900
10300,1653
10301,2490
10302,3317
10303,3588
10304,3849
10305,4072
10306,3959
10307,4117
10308,3920
10309,3711
10310,3535
10311,2674
10312,2245
10313,2146
10314,1646
10315,3111
10316,794
10317,298
10318,310
10319,323
10320,737
10321,2542
10322,5506
10323,6403
10324,5556
10325,4793
10326,4010
10327,4271
10328,4373
10329,4611
10330,4857
10331,5465
10332,6347
10333,6008
10334,4169
10335,2838
10336,2441
10337,2063
10338,1397
10339,903
10340,481
10341,282
10342,212
10343,341
10344,744
10345,2610
10346,4717
10347,6080
10348,4971
10349,5235
10350,4146
10351,4504
10352,4562
10353,4809
10354,4747
10355,5651
10356,6431
10357,6212
10358,4424
10359,3079
10360,2755
10361,2222
10362,1537
10363,923
10364,463
10365,312
10366,246
10367,336
10368,820
10369,2678
10370,5165
10371,5312
10372,5552
10373,5159
10374,4224
10375,4540
10376,4684
10377,4692
10378,5133
10379,5822
10380,6650
10381,6344
10382,4702
10383,3150
10384,2670
10385,2286
10386,1545
10387,1007
10388,548
10389,305
10390,231
10391,354
10392,783
10393,2639
10394,5387
10395,6111
10396,5725
10397,4994
10398,4438
10399,4732
10400,4792
10401,4840
10402,5344
10403,5555
10404,6404
10405,6052
10406,4499
10407,3442
10408,2971
10409,2737
10410,1935
10411,1153
10412,624
10413,393
10414,295
10415,395
10416,720
10417,2476
10418,5354
10419,6286
10420,5516
10421,5076
10422,4664
10423,5185
10424,5655
10425,5429
10426,5616
10427,5999
10428,6403
10429,6160
10430,4973
10431,3930
10432,3049
10433,2796
10434,3539
10435,2039
10436,1111
10437,759
10438,542
10439,334
10440,349
10441,636
10442,1205
10443,2164
10444,2839
10445,3583
10446,3892
10447,4213
10448,3892
10449,3587
10450,3779
10451,3670
10452,3871
10453,3908
10454,3612
10455,2983
10456,2631
10457,2682
10458,2412
10459,1579
10460,999
10461,670
10462,520
10463,323
10464,252
10465,445
10466,740
10467,1011
10468,1647
10469,2440
10470,3101
10471,3505
10472,3918
10473,4210
10474,4193
10475,4175
10476,4354
10477,3917
10478,3523
10479,2826
10480,2365
10481,2072
10482,1602
10483,978
10484,583
10485,358
10486,245
10487,324
10488,803
10489,2601
